k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 
21	10	11	4.644	0.558576	0.557354	1	0		21	10	21	17.3848	1.0394	1.03458	1	0.238095		21	10	41	66.8853	2.16945	2.14981	1	0.365854		21	1	11	0.504226	0.098869	0.098881	0.545455	0.545455		21	1	21	0.523855	0.196691	0.196723	0.428571	0.428571		21	1	41	1.06458	0.423157	0.423194	0.682927	0.682927		21	3	11	0.717851	0.20748	0.207204	0.818182	1		21	3	21	2.19145	0.412953	0.411863	0.428571	0.333333		21	3	41	6.85137	0.89566	0.891271	0.121951	0.121951		21	5	11	1.59636	0.266655	0.266133	0.636364	0.727273		21	5	21	5.41658	0.573219	0.571083	0.142857	0.238095		21	5	41	17.994	1.17548	1.16686	0.170732	0.097561		21	7	11	2.73827	0.352827	0.352033	0.909091	0.909091		21	7	21	9.92622	0.798672	0.79544	0.0952381	0.190476		21	7	41	32.1446	1.47998	1.46687	0.170732	0.097561		21	9	11	3.91611	0.530989	0.52989	0.636364	0.636364		21	9	21	16.5055	0.947053	0.942697	0.0952381	0.190476		21	9	41	53.2866	1.85238	1.83478	0.317073	0.292683
22	10	11	4.76533	0.557183	0.55589	1	0		22	10	21	17.9643	1.15704	1.15198	1	0.190476		22	10	41	82.7648	2.2721	2.25188	1	0.414634		22	1	11	0.598556	0.108975	0.108979	0.545455	0.545455		22	1	21	0.542182	0.203953	0.203986	0.428571	0.428571		22	1	41	1.11135	0.423924	0.423924	0.682927	0.682927		22	3	11	0.762311	0.216449	0.216176	0.909091	0.909091		22	3	21	2.24055	0.428449	0.427336	0.52381	0.428571		22	3	41	7.07189	0.917165	0.912702	0.121951	0.121951		22	5	11	1.68348	0.280335	0.279786	0.636364	0.818182		22	5	21	5.57281	0.601818	0.599615	0.190476	0.142857		22	5	41	18.2809	1.24129	1.23246	0.170732	0.121951		22	7	11	2.9123	0.375236	0.374386	0.909091	0.818182		22	7	21	10.1165	0.808358	0.805054	0.047619	0.285714		22	7	41	32.753	1.57717	1.56391	0.219512	0.146341		22	9	11	4.07637	0.554428	0.553274	0.636364	0.636364		22	9	21	17.0071	0.936042	0.931618	0.142857	0.142857		22	9	41	56.0156	2.07488	2.05684	0.341463	0.317073
23	10	11	4.99214	0.62179	0.620486	1	0		23	10	21	18.2724	1.20753	1.20244	1	0.238095		23	10	41	83.6845	2.43689	2.41625	1	0.414634		23	1	11	0.69401	0.117372	0.117391	0.545455	0.545455		23	1	21	0.556501	0.219099	0.219114	0.428571	0.428571		23	1	41	1.14937	0.450409	0.450454	0.682927	0.682927		23	3	11	0.790275	0.229225	0.228928	1	1		23	3	21	2.33555	0.454691	0.453558	0.619048	0.619048		23	3	41	7.80214	0.955869	0.951308	0.097561	0.121951		23	5	11	1.72572	0.303564	0.303016	0.727273	0.818182		23	5	21	5.79459	0.671811	0.669499	0.142857	0.285714		23	5	41	18.876	1.20868	1.19984	0.170732	0.121951		23	7	11	3.03049	0.404405	0.403501	0.909091	0.818182		23	7	21	10.7386	0.876608	0.873123	0.047619	0.285714		23	7	41	33.4477	1.62724	1.61373	0.219512	0.121951		23	9	11	4.23573	0.584608	0.583452	0.727273	0.636364		23	9	21	17.76	1.06758	1.06302	0.142857	0.142857		23	9	41	57.0425	2.14638	2.1277	0.341463	0.268293
24	10	11	5.60884	0.646136	0.644796	1	0		24	10	21	19.1006	1.24286	1.23734	1	0.142857		24	10	41	85.2491	2.51001	2.48889	1	0.439024		24	1	11	0.788504	0.114411	0.114439	0.545455	0.545455		24	1	21	0.568131	0.237351	0.237383	0.428571	0.428571		24	1	41	1.22502	0.469363	0.469398	0.682927	0.682927		24	3	11	0.831199	0.237488	0.237216	1	1		24	3	21	2.54256	0.470201	0.469048	0.571429	0.619048		24	3	41	7.94723	0.998466	0.993779	0.121951	0.097561		24	5	11	1.79153	0.307685	0.307104	0.727273	0.818182		24	5	21	5.94667	0.688662	0.68633	0.190476	0.190476		24	5	41	19.1479	1.24332	1.23421	0.170732	0.195122		24	7	11	3.20317	0.425858	0.42501	1	1		24	7	21	11.0556	0.908579	0.905104	0.0952381	0.238095		24	7	41	34.0721	1.66175	1.64777	0.243902	0.121951		24	9	11	4.39083	0.5883	0.587122	0.727273	0.636364		24	9	21	18.0822	1.09805	1.09343	0.142857	0.238095		24	9	41	58.1352	1.95958	1.94067	0.317073	0.341463
25	10	11	5.74678	0.692804	0.69144	1	0		25	10	21	19.6135	1.31426	1.30888	1	0.238095		25	10	41	86.6577	2.6518	2.63045	1	0.439024		25	1	11	0.799354	0.122235	0.122256	0.545455	0.545455		25	1	21	0.581938	0.241384	0.241405	0.428571	0.428571		25	1	41	1.27818	0.501457	0.501487	0.682927	0.682927		25	3	11	0.859158	0.254914	0.254632	1	1		25	3	21	2.6199	0.498239	0.497068	0.666667	0.619048		25	3	41	8.30828	1.06612	1.06135	0.146341	0.097561		25	5	11	1.84044	0.32325	0.32266	0.727273	0.818182		25	5	21	6.03869	0.72459	0.722197	0.190476	0.190476		25	5	41	19.9022	1.36265	1.3532	0.170732	0.170732		25	7	11	3.27752	0.454688	0.453819	1	1		25	7	21	11.5609	0.958236	0.954602	0.190476	0.238095		25	7	41	35.678	1.86382	1.84952	0.219512	0.146341		25	9	11	4.698	0.634955	0.633779	0.727273	0.636364		25	9	21	18.5652	1.16488	1.16009	0.190476	0.142857		25	9	41	59.1234	1.92564	1.90665	0.365854	0.292683
26	10	11	5.99332	0.709256	0.707733	1	0		26	10	21	20.1443	1.38112	1.37561	1	0.238095		26	10	41	88.847	2.69249	2.67064	1	0.439024		26	1	11	0.893922	0.126025	0.12605	0.545455	0.545455		26	1	21	0.786932	0.244803	0.244836	0.428571	0.428571		26	1	41	1.37324	0.51976	0.519761	0.682927	0.682927		26	3	11	0.8965	0.260593	0.260296	1	1		26	3	21	2.66535	0.49022	0.488996	0.714286	0.619048		26	3	41	8.58011	1.0861	1.08115	0.121951	0.097561		26	5	11	1.89734	0.341854	0.341281	0.727273	0.818182		26	5	21	6.23238	0.723798	0.721323	0.190476	0.238095		26	5	41	20.5692	1.4095	1.3998	0.170732	0.195122		26	7	11	3.44089	0.469274	0.468377	1	1		26	7	21	11.793	0.997838	0.994183	0.190476	0.190476		26	7	41	45.4158	1.93205	1.91738	0.219512	0.170732		26	9	11	4.83247	0.644875	0.643627	0.727273	0.636364		26	9	21	18.9396	1.2155	1.21068	0.142857	0.142857		26	9	41	62.5088	2.04297	2.02371	0.341463	0.292683
27	10	11	6.46933	0.742989	0.7416	1	0		27	10	21	20.5286	1.44483	1.43923	1	0.190476		27	10	41	91.578	2.8718	2.84933	1	0.463415		27	1	11	0.902899	0.13785	0.137872	0.545455	0.545455		27	1	21	0.989206	0.262595	0.262658	0.428571	0.428571		27	1	41	1.42831	0.529378	0.529464	0.658537	0.658537		27	3	11	0.928221	0.27432	0.274019	1	1		27	3	21	2.76229	0.541063	0.539827	0.809524	0.666667		27	3	41	8.82099	1.14201	1.13693	0.097561	0.121951		27	5	11	1.96879	0.365799	0.365201	0.818182	0.818182		27	5	21	6.55322	0.762845	0.760414	0.190476	0.238095		27	5	41	21.0984	1.51319	1.50331	0.170732	0.195122		27	7	11	3.55507	0.504306	0.503361	1	1		27	7	21	12.0962	1.04572	1.04186	0.238095	0.190476		27	7	41	46.6184	2.0235	2.00871	0.268293	0.146341		27	9	11	5.13965	0.686308	0.685022	0.636364	0.636364		27	9	21	19.5228	1.28292	1.278	0.142857	0.0952381		27	9	41	64.7803	2.17354	2.15379	0.365854	0.317073
28	10	11	6.6007	0.765588	0.764125	1	0		28	10	21	20.9421	1.44887	1.44318	1	0.142857		28	10	41	101.461	2.92023	2.8974	1	0.487805		28	1	11	0.997133	0.127994	0.12802	0.545455	0.545455		28	1	21	1.19184	0.26765	0.267675	0.428571	0.428571		28	1	41	1.48476	0.542696	0.542777	0.658537	0.658537		28	3	11	0.954288	0.28259	0.282288	1	1		28	3	21	3.12546	0.555823	0.554578	0.809524	0.666667		28	3	41	9.01013	1.17086	1.16586	0.121951	0.121951		28	5	11	2.04293	0.376247	0.375625	0.818182	0.818182		28	5	21	6.707	0.797892	0.79538	0.190476	0.238095		28	5	41	21.7777	1.56349	1.5535	0.146341	0.195122		28	7	11	3.69987	0.533085	0.532156	1	1		28	7	21	12.5509	1.0928	1.0889	0.238095	0.142857		28	7	41	47.3884	2.04107	2.02595	0.268293	0.219512		28	9	11	5.33514	0.702035	0.700751	0.636364	0.636364		28	9	21	19.8118	1.31523	1.31016	0.142857	0.0952381		28	9	41	71.4361	2.61836	2.59865	0.341463	0.341463
29	10	11	6.99827	0.779345	0.777877	1	0		29	10	21	21.5028	1.51954	1.51382	1	0.142857		29	10	41	103.141	3.07997	3.05651	1	0.487805		29	1	11	1.00543	0.144755	0.144763	0.636364	0.636364		29	1	21	1.39357	0.290167	0.290202	0.428571	0.428571		29	1	41	1.52297	0.569706	0.569696	0.658537	0.658537		29	3	11	0.998596	0.287288	0.286985	1	1		29	3	21	3.18924	0.590629	0.589317	0.714286	0.714286		29	3	41	9.19653	1.231	1.22581	0.121951	0.121951		29	5	11	2.56095	0.400197	0.399583	0.818182	0.909091		29	5	21	6.90455	0.840651	0.838085	0.238095	0.238095		29	5	41	22.1995	1.61262	1.60236	0.170732	0.219512		29	7	11	3.83202	0.573819	0.572852	1	1		29	7	21	12.8378	1.16611	1.16221	0.238095	0.142857		29	7	41	48.1271	2.14193	2.12644	0.292683	0.268293		29	9	11	5.5542	0.732903	0.731606	0.636364	0.636364		29	9	21	20.3089	1.38307	1.37787	0.142857	0.142857		29	9	41	72.9472	2.6433	2.62308	0.390244	0.292683
30	10	11	7.19999	0.824624	0.823122	1	0		30	10	21	22.3475	1.56586	1.55991	1	0.190476		30	10	41	105.411	3.12936	3.10532	1	0.439024		30	1	11	1.1023	0.148934	0.148966	0.636364	0.636364		30	1	21	1.59745	0.297034	0.297061	0.428571	0.428571		30	1	41	1.56286	0.588272	0.58834	0.658537	0.658537		30	3	11	1.37236	0.303869	0.303564	1	1		30	3	21	3.57482	0.595939	0.594514	0.809524	0.857143		30	3	41	10.9946	1.26542	1.2602	0.121951	0.121951		30	5	11	2.63972	0.410367	0.409726	0.818182	0.909091		30	5	21	7.06652	0.869355	0.866762	0.190476	0.238095		30	5	41	22.6079	1.67448	1.66399	0.195122	0.219512		30	7	11	3.92636	0.595891	0.594895	1	1		30	7	21	13.0903	1.20855	1.20461	0.238095	0.142857		30	7	41	53.6227	2.20181	2.18599	0.292683	0.243902		30	9	11	5.69947	0.751621	0.750278	0.727273	0.636364		30	9	21	21.0259	1.42218	1.41692	0.0952381	0.0952381		30	9	41	74.3701	2.76569	2.7453	0.365854	0.414634
31	10	11	7.57205	0.87348	0.871931	1	0		31	10	21	22.9185	1.65451	1.64849	1	0.238095		31	10	41	108.994	3.32467	3.30038	1	0.487805		31	1	11	1.19834	0.155322	0.155353	0.636364	0.636364		31	1	21	1.61635	0.300932	0.300956	0.428571	0.428571		31	1	41	1.62256	0.614414	0.614456	0.658537	0.658537		31	3	11	1.38776	0.316242	0.315927	1	1		31	3	21	3.62604	0.622066	0.620689	0.761905	0.904762		31	3	41	11.3115	1.28297	1.27761	0.146341	0.097561		31	5	11	2.6961	0.452416	0.451784	0.727273	0.909091		31	5	21	7.2345	0.911651	0.908947	0.238095	0.190476		31	5	41	23.8732	1.76084	1.75022	0.195122	0.195122		31	7	11	4.11345	0.600961	0.599984	1	1		31	7	21	13.4203	1.22775	1.22356	0.238095	0.142857		31	7	41	54.5559	2.29392	2.27779	0.317073	0.292683		31	9	11	5.87399	0.790038	0.788666	0.818182	0.636364		31	9	21	21.5857	1.47808	1.47267	0.142857	0.190476		31	9	41	77.7826	2.97117	2.95011	0.365854	0.365854
32	10	11	7.873	0.886851	0.885313	1	0		32	10	21	23.3563	1.69408	1.68798	1	0.285714		32	10	41	110.565	3.37934	3.35433	1	0.512195		32	1	11	1.29348	0.159792	0.159813	0.636364	0.636364		32	1	21	1.63647	0.30983	0.309863	0.428571	0.428571		32	1	41	1.6623	0.623777	0.623809	0.658537	0.658537		32	3	11	1.76014	0.328073	0.327742	1	1		32	3	21	3.76541	0.635652	0.6343	0.809524	0.761905		32	3	41	12.0573	1.28293	1.27748	0.121951	0.097561		32	5	11	2.94481	0.470713	0.470031	0.727273	0.909091		32	5	21	7.43091	0.939533	0.936883	0.238095	0.238095		32	5	41	25.0522	1.80439	1.79347	0.195122	0.219512		32	7	11	4.19524	0.619132	0.618129	1	1		32	7	21	13.983	1.25248	1.24833	0.238095	0.142857		32	7	41	55.5075	2.35227	2.33596	0.341463	0.268293		32	9	11	6.30102	0.808503	0.807108	0.818182	0.636364		32	9	21	22.0442	1.52178	1.51637	0.142857	0.190476		32	9	41	80.6344	3.02888	3.00733	0.341463	0.317073
33	10	11	8.12697	0.914597	0.913109	1	0		33	10	21	24.795	1.8001	1.7939	1	0.285714		33	10	41	114.804	3.68503	3.66078	1	0.536585		33	1	11	1.38923	0.16528	0.165308	0.636364	0.636364		33	1	21	1.64785	0.328823	0.328866	0.428571	0.428571		33	1	41	1.70852	0.645743	0.645798	0.658537	0.658537		33	3	11	1.77519	0.346675	0.34636	1	1		33	3	21	3.87399	0.659586	0.658219	0.857143	0.857143		33	3	41	12.4418	1.37291	1.36754	0.146341	0.097561		33	5	11	3.02435	0.494455	0.493809	0.818182	0.818182		33	5	21	7.66063	0.956392	0.953724	0.142857	0.238095		33	5	41	26.7891	1.85554	1.84492	0.219512	0.243902		33	7	11	4.28797	0.644024	0.643054	1	1		33	7	21	14.2469	1.29652	1.29228	0.238095	0.190476		33	7	41	56.8745	2.47766	2.46157	0.365854	0.243902		33	9	11	6.68269	0.831287	0.829953	0.818182	0.636364		33	9	21	22.4259	1.58842	1.58305	0.142857	0.428571		33	9	41	81.9535	3.16998	3.14811	0.414634	0.365854
34	10	11	8.35561	0.938356	0.93669	1	0		34	10	21	26.2451	1.81341	1.80712	1	0.285714		34	10	41	116.989	3.55771	3.53205	1	0.536585		34	1	11	1.48606	0.169571	0.169598	0.636364	0.636364		34	1	21	1.85247	0.333775	0.333822	0.428571	0.428571		34	1	41	1.73376	0.662216	0.662275	0.658537	0.658537		34	3	11	2.14517	0.352565	0.352082	1	1		34	3	21	3.96665	0.667866	0.666471	0.857143	0.857143		34	3	41	12.7108	1.40078	1.39512	0.146341	0.097561		34	5	11	3.1871	0.493914	0.493214	0.909091	0.818182		34	5	21	7.98816	0.981425	0.978623	0.190476	0.190476		34	5	41	27.1743	1.89725	1.88595	0.219512	0.268293		34	7	11	4.45067	0.659933	0.658861	1	1		34	7	21	14.8178	1.30599	1.30159	0.238095	0.190476		34	7	41	57.7743	2.53023	2.51332	0.390244	0.292683		34	9	11	6.80263	0.855631	0.854164	0.818182	0.636364		34	9	21	22.89	1.62452	1.61894	0.142857	0.380952		34	9	41	86.0779	2.92148	2.89801	0.365854	0.390244
35	10	11	8.48987	0.971587	0.969895	1	0		35	10	21	27.0038	1.8811	1.87463	1	0.285714		35	10	41	119.685	3.70764	3.68146	1	0.536585		35	1	11	1.58318	0.175675	0.1757	0.636364	0.636364		35	1	21	1.87304	0.343711	0.343739	0.428571	0.428571		35	1	41	1.76833	0.69134	0.691425	0.658537	0.658537		35	3	11	2.16251	0.363571	0.363341	1	1		35	3	21	4.07689	0.693606	0.692164	0.904762	0.857143		35	3	41	13.2258	1.45029	1.4445	0.146341	0.0731707		35	5	11	3.25135	0.512729	0.512027	0.909091	0.818182		35	5	21	8.13569	1.04094	1.0381	0.142857	0.238095		35	5	41	28.413	1.97809	1.96658	0.243902	0.317073		35	7	11	4.53764	0.686518	0.68543	1	1		35	7	21	15.0658	1.35665	1.35236	0.238095	0.190476		35	7	41	59.0219	2.61366	2.5964	0.365854	0.292683		35	9	11	7.02568	0.882286	0.880791	0.818182	0.636364		35	9	21	25.9965	1.62051	1.61477	0.142857	0.333333		35	9	41	87.3132	3.42496	3.40115	0.390244	0.365854
36	10	11	9.38921	0.999767	0.99809	1	0.0909091		36	10	21	27.7806	1.88466	1.87804	1	0.333333		36	10	41	121.728	3.79369	3.7671	1	0.560976		36	1	11	1.68035	0.180277	0.1803	0.636364	0.636364		36	1	21	1.89088	0.348294	0.348335	0.428571	0.428571		36	1	41	1.81172	0.695078	0.695093	0.682927	0.682927		36	3	11	2.17733	0.375152	0.374807	1	1		36	3	21	4.15231	0.70809	0.706623	0.904762	0.857143		36	3	41	13.6314	1.49085	1.48497	0.121951	0.0731707		36	5	11	3.38706	0.518024	0.517246	1	0.818182		36	5	21	8.44244	0.968668	0.965843	0.142857	0.142857		36	5	41	29.3039	2.00403	1.99244	0.243902	0.268293		36	7	11	4.83153	0.704544	0.703459	1	1		36	7	21	16.1583	1.39034	1.38591	0.238095	0.190476		36	7	41	60.7885	2.66433	2.64685	0.317073	0.268293		36	9	11	8.23173	0.897741	0.896284	0.818182	0.636364		36	9	21	26.8848	1.63921	1.63334	0.190476	0.428571		36	9	41	89.5071	3.50472	3.4795	0.365854	0.390244
37	10	11	9.60915	1.02071	1.01902	1	0		37	10	21	28.3006	1.944	1.93739	1	0.238095		37	10	41	124.381	3.89255	3.86549	1	0.560976		37	1	11	1.77763	0.185951	0.185969	0.636364	0.636364		37	1	21	1.90279	0.360394	0.360456	0.428571	0.428571		37	1	41	1.83967	0.721836	0.721845	0.707317	0.707317		37	3	11	2.55027	0.385983	0.385629	1	1		37	3	21	4.26866	0.728777	0.727301	0.952381	0.857143		37	3	41	14.3032	1.54185	1.53599	0.121951	0.121951		37	5	11	3.46305	0.538764	0.538	0.909091	1		37	5	21	8.63084	1.02267	1.01974	0.142857	0.142857		37	5	41	29.7684	2.10544	2.09361	0.243902	0.268293		37	7	11	4.94056	0.73131	0.730198	1	1		37	7	21	16.5404	1.45917	1.45469	0.238095	0.142857		37	7	41	62.5817	2.75986	2.74124	0.317073	0.268293		37	9	11	8.33583	0.935736	0.934048	0.818182	0.636364		37	9	21	27.5747	1.7158	1.70976	0.190476	0.333333		37	9	41	91.049	3.59282	3.56849	0.341463	0.439024
38	10	11	9.91545	1.05384	1.0521	1	0.0909091		38	10	21	29.191	1.99614	1.98932	1	0.238095		38	10	41	126.077	3.99067	3.96337	1	0.560976		38	1	11	1.87464	0.18993	0.189957	0.636364	0.636364		38	1	21	2.10603	0.371848	0.371918	0.428571	0.428571		38	1	41	1.86568	0.733711	0.733756	0.707317	0.707317		38	3	11	2.56489	0.391909	0.391496	1	1		38	3	21	4.39924	0.748994	0.747498	0.952381	0.904762		38	3	41	14.4781	1.59251	1.58628	0.146341	0.097561		38	5	11	3.5426	0.546424	0.545756	0.909091	0.909091		38	5	21	8.88471	1.06295	1.05994	0.142857	0.142857		38	5	41	30.5972	2.13107	2.11903	0.219512	0.243902		38	7	11	5.11528	0.74606	0.744922	1	1		38	7	21	17.0494	1.47388	1.46937	0.238095	0.190476		38	7	41	64.772	2.85667	2.83834	0.317073	0.292683		38	9	11	8.66137	0.955433	0.953913	0.818182	0.636364		38	9	21	28.9061	1.75222	1.74624	0.238095	0.333333		38	9	41	93.2706	3.67191	3.64749	0.365854	0.439024
39	10	11	10.1111	1.09175	1.08999	1	0.0909091		39	10	21	32.1755	2.06282	2.05585	1	0.285714		39	10	41	133.189	4.0958	4.068	1	0.560976		39	1	11	1.97266	0.198558	0.19859	0.636364	0.636364		39	1	21	2.31003	0.383978	0.384037	0.428571	0.428571		39	1	41	1.89579	0.759817	0.759855	0.707317	0.707317		39	3	11	2.9377	0.399969	0.399578	1	1		39	3	21	4.50804	0.771567	0.769997	0.952381	0.904762		39	3	41	14.9156	1.63908	1.63289	0.121951	0.121951		39	5	11	3.62588	0.576896	0.576159	0.909091	0.909091		39	5	21	9.13661	1.11177	1.10873	0.142857	0.0952381		39	5	41	32.4308	2.23362	2.2213	0.243902	0.292683		39	7	11	5.27108	0.774662	0.773529	1	1		39	7	21	17.6128	1.51891	1.51423	0.238095	0.142857		39	7	41	66.5806	2.90022	2.88168	0.341463	0.317073		39	9	11	9.13301	0.979543	0.977966	0.818182	0.636364		39	9	21	29.4001	1.83092	1.82472	0.238095	0.380952		39	9	41	95.1798	3.79276	3.76777	0.390244	0.487805
40	10	11	10.7233	1.09944	1.09763	1	0.0909091		40	10	21	32.7861	2.09228	2.08517	1	0.285714		40	10	41	134.874	4.18578	4.15772	1	0.634146		40	1	11	2.07014	0.202205	0.202238	0.636364	0.636364		40	1	21	2.31971	0.389298	0.389325	0.428571	0.428571		40	1	41	1.90861	0.7692	0.769237	0.707317	0.707317		40	3	11	2.95759	0.408853	0.408493	1	1		40	3	21	5.46006	0.783099	0.781549	0.952381	0.904762		40	3	41	15.1887	1.65906	1.65269	0.097561	0.097561		40	5	11	3.77013	0.579545	0.578779	0.909091	0.909091		40	5	21	9.5749	1.1426	1.13954	0.142857	0.0952381		40	5	41	33.6765	2.28153	2.26904	0.243902	0.268293		40	7	11	5.47781	0.789121	0.78799	1	1		40	7	21	17.9181	1.55341	1.54864	0.238095	0.047619		40	7	41	67.9637	2.98844	2.96742	0.317073	0.341463		40	9	11	9.32375	1.00768	1.00614	0.818182	0.636364		40	9	21	30.1986	1.86367	1.85734	0.238095	0.380952		40	9	41	96.9549	3.8663	3.84047	0.390244	0.439024
41	10	11	10.8932	1.14257	1.14077	1	0.0909091		41	10	21	34.1966	2.17687	2.16961	1	0.380952		41	10	41	137.399	4.29633	4.26765	1	0.585366		41	1	11	2.16816	0.206234	0.206263	0.636364	0.636364		41	1	21	2.52207	0.400181	0.400249	0.428571	0.428571		41	1	41	1.92358	0.799232	0.799288	0.707317	0.707317		41	3	11	3.32768	0.424807	0.424435	1	1		41	3	21	5.60333	0.80661	0.805002	0.952381	0.904762		41	3	41	15.4031	1.73852	1.732	0.097561	0.121951		41	5	11	3.84856	0.597783	0.597013	0.909091	0.909091		41	5	21	9.77282	1.17804	1.17487	0.190476	0.142857		41	5	41	34.1814	2.35874	2.34599	0.219512	0.292683		41	7	11	5.79462	0.813652	0.81247	1	1		41	7	21	18.2616	1.59917	1.59433	0.238095	0.047619		41	7	41	70.4476	3.1633	3.14212	0.341463	0.414634		41	9	11	9.50628	1.0453	1.04367	0.818182	0.636364		41	9	21	30.7015	1.93077	1.92436	0.190476	0.428571		41	9	41	103.838	3.97094	3.94489	0.439024	0.439024
42	10	11	11.2059	1.14913	1.14722	1	0.181818		42	10	21	34.772	2.23027	2.22277	1	0.47619		42	10	41	139.95	4.45365	4.42444	1	0.560976		42	1	11	2.26542	0.211041	0.211085	0.636364	0.636364		42	1	21	2.53282	0.405161	0.405211	0.428571	0.428571		42	1	41	1.99615	0.815605	0.815611	0.707317	0.707317		42	3	11	3.71464	0.430568	0.430182	1	1		42	3	21	5.65221	0.821979	0.82018	0.952381	0.904762		42	3	41	16.6516	1.74281	1.73626	0.097561	0.121951		42	5	11	3.94408	0.616486	0.615688	0.909091	1		42	5	21	10.0919	1.18584	1.18276	0.238095	0.142857		42	5	41	35.5884	2.42545	2.41266	0.243902	0.341463		42	7	11	5.91832	0.829373	0.828205	1	1		42	7	21	18.7122	1.64322	1.63835	0.238095	0.142857		42	7	41	71.6588	3.17289	3.15304	0.341463	0.439024		42	9	11	9.70358	1.06728	1.06563	0.818182	0.636364		42	9	21	31.8284	1.97929	1.97282	0.238095	0.333333		42	9	41	105.233	4.05855	4.03175	0.487805	0.414634
43	10	11	11.8679	1.19769	1.19574	1	0.181818		43	10	21	35.483	2.30602	2.29855	1	0.428571		43	10	41	149.033	4.60817	4.57844	1	0.585366		43	1	11	2.36239	0.215931	0.215968	0.636364	0.636364		43	1	21	2.54709	0.416388	0.416435	0.47619	0.47619		43	1	41	2.02591	0.84235	0.842439	0.707317	0.707317		43	3	11	4.0875	0.447227	0.446854	1	1		43	3	21	5.83792	0.846197	0.84439	0.952381	0.904762		43	3	41	17.1614	1.76149	1.75488	0.146341	0.195122		43	5	11	3.98942	0.649738	0.648923	1	1		43	5	21	11.174	1.22369	1.22048	0.285714	0.190476		43	5	41	36.9862	2.47952	2.46636	0.243902	0.317073		43	7	11	6.38201	0.855431	0.854249	1	1		43	7	21	19.1673	1.69027	1.6852	0.238095	0.238095		43	7	41	72.6204	3.26185	3.24206	0.341463	0.439024		43	9	11	10.1579	1.0889	1.08723	0.818182	0.636364		43	9	21	32.7773	2.02508	2.01842	0.285714	0.285714		43	9	41	108.085	4.13753	4.11068	0.487805	0.439024
44	10	11	12.2412	1.21299	1.21111	1	0.181818		44	10	21	36.0524	2.31292	2.30539	1	0.380952		44	10	41	150.554	4.62401	4.5941	1	0.634146		44	1	11	2.45952	0.219723	0.219759	0.636364	0.636364		44	1	21	2.56781	0.423064	0.423114	0.52381	0.52381		44	1	41	2.04562	0.869583	0.869653	0.707317	0.707317		44	3	11	4.10335	0.445841	0.445461	1	1		44	3	21	5.91359	0.859448	0.857779	0.952381	0.904762		44	3	41	19.7665	1.80983	1.8031	0.146341	0.146341		44	5	11	4.10647	0.645576	0.644775	1	1		44	5	21	11.4499	1.25575	1.2525	0.333333	0.238095		44	5	41	37.561	2.52293	2.50953	0.243902	0.439024		44	7	11	6.52282	0.879461	0.878218	1	1		44	7	21	19.4978	1.71795	1.7127	0.238095	0.190476		44	7	41	74.7859	3.32628	3.30609	0.365854	0.439024		44	9	11	10.4059	1.1017	1.10005	0.818182	0.636364		44	9	21	33.1387	2.05725	2.05056	0.285714	0.285714		44	9	41	109.553	4.1822	4.15523	0.512195	0.512195
