k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 
45	10	11	12.97	1.25959	1.25761	1	0.181818		45	10	21	37.6457	2.39066	2.38299	1	0.333333		45	10	41	155.801	4.68496	4.65466	1	0.658537		45	1	11	2.55656	0.226215	0.226249	0.636364	0.636364		45	1	21	2.76978	0.434801	0.434852	0.47619	0.47619		45	1	41	2.06412	0.896313	0.896409	0.707317	0.707317		45	3	11	4.4692	0.459193	0.458723	1	1		45	3	21	6.07344	0.875053	0.873391	0.952381	0.904762		45	3	41	19.9744	1.87173	1.86491	0.146341	0.170732		45	5	11	4.19806	0.665341	0.664533	0.909091	1		45	5	21	12.9116	1.27469	1.27133	0.333333	0.238095		45	5	41	38.9196	2.6814	2.66792	0.268293	0.390244		45	7	11	6.69536	0.898216	0.896952	1	1		45	7	21	20.0733	1.75289	1.74782	0.238095	0.238095		45	7	41	77.692	3.40324	3.38283	0.439024	0.414634		45	9	11	10.7015	1.13968	1.13798	0.818182	0.636364		45	9	21	33.7902	2.12144	2.11472	0.285714	0.333333		45	9	41	113.457	4.2681	4.24084	0.512195	0.463415
46	10	11	13.1593	1.27225	1.27031	1	0.181818		46	10	21	39.3311	2.44037	2.43257	1	0.333333		46	10	41	160.926	4.78566	4.75446	1	0.634146		46	1	11	2.65371	0.231278	0.231312	0.636364	0.636364		46	1	21	2.9704	0.446767	0.446803	0.47619	0.47619		46	1	41	2.55889	0.896601	0.896656	0.707317	0.707317		46	3	11	4.5224	0.470165	0.469768	1	1		46	3	21	6.31386	0.907461	0.905759	0.952381	0.904762		46	3	41	20.2744	1.90855	1.9017	0.146341	0.146341		46	5	11	4.26643	0.675024	0.674178	0.909091	1		46	5	21	13.0712	1.29873	1.29533	0.238095	0.238095		46	5	41	39.852	2.65671	2.64295	0.268293	0.439024		46	7	11	6.88636	0.91235	0.91102	1	1		46	7	21	20.6446	1.78337	1.77817	0.190476	0.238095		46	7	41	78.8147	3.46322	3.44216	0.463415	0.487805		46	9	11	11.2849	1.19401	1.19224	0.818182	0.636364		46	9	21	36.9637	2.16282	2.15587	0.285714	0.285714		46	9	41	118.766	4.30587	4.27873	0.536585	0.512195
47	10	11	13.6037	1.31774	1.31573	1	0.181818		47	10	21	40.6244	2.5115	2.50356	1	0.380952		47	10	41	168.499	4.97042	4.93889	1	0.634146		47	1	11	2.7508	0.238952	0.238989	0.636364	0.636364		47	1	21	3.17127	0.458976	0.45904	0.52381	0.52381		47	1	41	3.05403	0.939777	0.939871	0.707317	0.707317		47	3	11	4.55705	0.483186	0.482763	1	1		47	3	21	6.48498	0.939275	0.937514	0.952381	0.904762		47	3	41	20.9543	1.94023	1.93318	0.121951	0.170732		47	5	11	4.45514	0.693784	0.692947	0.909091	1		47	5	21	13.235	1.34806	1.34462	0.238095	0.190476		47	5	41	41.6098	2.72123	2.70739	0.292683	0.463415		47	7	11	7.27731	0.937244	0.935988	1	1		47	7	21	21.3427	1.83435	1.82909	0.190476	0.142857		47	7	41	80.6904	3.58245	3.56126	0.536585	0.487805		47	9	11	11.584	1.19856	1.19678	0.727273	0.636364		47	9	21	37.6063	2.22071	2.21372	0.285714	0.285714		47	9	41	122.666	4.39597	4.36836	0.536585	0.463415
48	10	11	13.9288	1.3171	1.31508	1	0.181818		48	10	21	41.4912	2.55145	2.54344	1	0.380952		48	10	41	170.877	4.94577	4.91414	1	0.658537		48	1	11	2.84743	0.2389	0.238938	0.636364	0.636364		48	1	21	3.37556	0.471563	0.47163	0.52381	0.52381		48	1	41	3.54758	0.951399	0.951499	0.707317	0.707317		48	3	11	4.92908	0.485031	0.484606	1	1		48	3	21	6.54942	0.944261	0.942541	0.952381	0.904762		48	3	41	21.529	1.9906	1.9835	0.146341	0.146341		48	5	11	4.51706	0.719305	0.71841	0.909091	1		48	5	21	13.5952	1.36712	1.36367	0.238095	0.142857		48	5	41	42.5242	2.77934	2.76503	0.268293	0.463415		48	7	11	7.38981	0.952379	0.951085	1	1		48	7	21	23.6695	1.84862	1.84329	0.190476	0.142857		48	7	41	82.1921	3.63123	3.60977	0.560976	0.487805		48	9	11	12.1037	1.30205	1.30024	0.818182	0.636364		48	9	21	38.6617	2.262	2.25494	0.238095	0.238095		48	9	41	124.744	4.49181	4.46362	0.560976	0.439024
49	10	11	14.1707	1.35046	1.34842	1	0.181818		49	10	21	42.0879	2.62304	2.61492	1	0.380952		49	10	41	181.651	5.0488	5.01681	1	0.682927		49	1	11	2.94509	0.245338	0.245373	0.636364	0.636364		49	1	21	3.57969	0.474844	0.474908	0.571429	0.571429		49	1	41	4.05021	0.968581	0.968682	0.707317	0.707317		49	3	11	5.30228	0.50715	0.506737	1	1		49	3	21	6.76523	0.982106	0.9804	0.952381	0.904762		49	3	41	21.7604	2.06992	2.06288	0.146341	0.195122		49	5	11	4.58055	0.724879	0.724015	0.909091	1		49	5	21	13.8316	1.39115	1.38764	0.238095	0.190476		49	5	41	43.2247	2.85745	2.84315	0.243902	0.463415		49	7	11	7.53962	0.978478	0.977145	1	1		49	7	21	24.0644	1.89482	1.88944	0.190476	0.142857		49	7	41	85.6962	3.70636	3.68493	0.560976	0.463415		49	9	11	12.2952	1.32293	1.32104	0.727273	0.636364		49	9	21	39.325	2.31663	2.30948	0.333333	0.238095		49	9	41	127.839	4.59717	4.56859	0.585366	0.463415
50	10	11	14.7892	1.38236	1.38028	1	0.181818		50	10	21	45.5189	2.65028	2.64205	1	0.333333		50	10	41	183.792	5.12075	5.08814	1	0.731707		50	1	11	3.04172	0.248998	0.249039	0.636364	0.636364		50	1	21	3.59062	0.479818	0.479883	0.571429	0.571429		50	1	41	4.07278	0.971907	0.972054	0.707317	0.707317		50	3	11	5.68155	0.511379	0.510955	1	1		50	3	21	6.83324	1.0003	0.998278	0.952381	0.904762		50	3	41	22.2927	2.03705	2.0298	0.146341	0.195122		50	5	11	4.68254	0.736087	0.735223	1	1		50	5	21	14.3075	1.42625	1.42266	0.238095	0.238095		50	5	41	43.9525	2.95575	2.94087	0.317073	0.439024		50	7	11	7.68732	0.995491	0.994177	1	1		50	7	21	24.7579	1.92236	1.91688	0.190476	0.238095		50	7	41	88.4773	3.74341	3.72147	0.536585	0.560976		50	9	11	12.5689	1.35064	1.34879	0.818182	0.636364		50	9	21	40.439	2.35353	2.34625	0.333333	0.238095		50	9	41	132.798	4.63593	4.6068	0.609756	0.536585
51	10	11	16.1076	1.54865	1.54645	1	0.181818		51	10	21	47.0623	2.73096	2.72262	1	0.333333		51	10	41	188.406	5.26294	5.2299	1	0.780488		51	1	11	3.13843	0.25465	0.254688	0.636364	0.636364		51	1	21	3.6024	0.492104	0.492157	0.619048	0.619048		51	1	41	4.57017	1.00192	1.00199	0.731707	0.731707		51	3	11	6.04845	0.516997	0.51656	1	1		51	3	21	7.09402	1.00312	1.00129	0.952381	0.904762		51	3	41	23.0341	2.12442	2.11691	0.146341	0.219512		51	5	11	4.714	0.755936	0.755019	1	1		51	5	21	14.7502	1.4606	1.45695	0.238095	0.238095		51	5	41	44.9	3.0765	3.06162	0.292683	0.414634		51	7	11	8.02765	1.01951	1.01815	1	1		51	7	21	25.2547	1.96778	1.96226	0.190476	0.238095		51	7	41	95.0046	3.85302	3.83073	0.609756	0.560976		51	9	11	13.1303	1.37377	1.37189	0.818182	0.636364		51	9	21	42.4524	2.45268	2.44514	0.333333	0.238095		51	9	41	136.457	4.75995	4.73061	0.585366	0.512195
52	10	11	16.4047	1.45394	1.45178	1	0.181818		52	10	21	48.2057	2.74178	2.73334	1	0.333333		52	10	41	190.208	5.35405	5.32114	1	0.829268		52	1	11	3.23422	0.25826	0.258308	0.636364	0.636364		52	1	21	3.80724	0.499098	0.499162	0.571429	0.571429		52	1	41	4.59323	1.01603	1.01612	0.707317	0.707317		52	3	11	6.41807	0.525464	0.525033	1	1		52	3	21	7.14412	1.0143	1.01247	0.952381	0.904762		52	3	41	23.3153	2.16871	2.16124	0.195122	0.195122		52	5	11	4.75695	0.766985	0.766113	1	1		52	5	21	15.1923	1.50413	1.5001	0.238095	0.190476		52	5	41	46.9167	3.27775	3.26263	0.268293	0.439024		52	7	11	8.3221	1.03417	1.03282	1	1		52	7	21	25.6864	2.00177	1.99614	0.238095	0.190476		52	7	41	96.1401	3.91403	3.89163	0.609756	0.512195		52	9	11	13.6592	1.38974	1.38773	0.818182	0.636364		52	9	21	42.9984	2.49328	2.48577	0.333333	0.238095		52	9	41	137.939	4.8449	4.81564	0.585366	0.487805
53	10	11	16.8062	1.48155	1.47938	1	0.181818		53	10	21	48.7598	2.81374	2.80524	1	0.380952		53	10	41	196.106	5.43707	5.40384	1	0.853659		53	1	11	3.33179	0.264289	0.264332	0.636364	0.636364		53	1	21	4.01131	0.510287	0.510332	0.666667	0.666667		53	1	41	5.09335	1.02798	1.02812	0.756098	0.756098		53	3	11	6.79237	0.54032	0.539885	1	1		53	3	21	7.22131	1.01288	1.0111	0.952381	0.904762		53	3	41	23.6413	2.21752	2.20987	0.195122	0.219512		53	5	11	4.84169	0.785975	0.785082	1	1		53	5	21	15.4161	1.55037	1.54655	0.238095	0.238095		53	5	41	47.9915	3.2925	3.27721	0.292683	0.390244		53	7	11	8.44017	1.06247	1.06104	1	1		53	7	21	26.8865	2.07821	2.07246	0.238095	0.190476		53	7	41	98.1659	3.98785	3.96507	0.585366	0.536585		53	9	11	13.8298	1.38051	1.37859	0.818182	0.636364		53	9	21	44.0956	2.55874	2.55113	0.380952	0.238095		53	9	41	159.047	4.93726	4.90739	0.585366	0.560976
54	10	11	17.3478	1.48598	1.48382	1	0.181818		54	10	21	53.3285	2.86519	2.85657	1	0.428571		54	10	41	202.201	5.49278	5.45817	1	0.829268		54	1	11	3.42938	0.26803	0.268071	0.636364	0.636364		54	1	21	4.02547	0.517115	0.517187	0.666667	0.666667		54	1	41	5.59534	1.04316	1.04326	0.756098	0.756098		54	3	11	6.83382	0.542668	0.542222	1	1		54	3	21	7.34773	1.03619	1.03437	0.952381	0.904762		54	3	41	24.4116	2.2461	2.23839	0.195122	0.219512		54	5	11	4.85666	0.815524	0.814566	1	1		54	5	21	16.7374	1.55138	1.54761	0.238095	0.285714		54	5	41	49.2112	3.33942	3.32388	0.268293	0.463415		54	7	11	8.65014	1.07979	1.07838	1	1		54	7	21	27.312	2.11949	2.11366	0.238095	0.238095		54	7	41	99.9876	4.06859	4.045	0.560976	0.560976		54	9	11	14.0403	1.45092	1.44899	0.818182	0.636364		54	9	21	45.1896	2.58054	2.57281	0.47619	0.238095		54	9	41	161.009	5.01567	4.98598	0.585366	0.585366
55	10	11	17.5745	1.51563	1.51343	1	0.181818		55	10	21	58.6719	2.90266	2.89409	1	0.428571		55	10	41	205.192	5.60834	5.57367	1	0.853659		55	1	11	3.52664	0.273819	0.273857	0.636364	0.636364		55	1	21	4.22974	0.531298	0.531392	0.666667	0.666667		55	1	41	5.61756	1.06282	1.06294	0.756098	0.756098		55	3	11	6.89824	0.555313	0.554886	1	1		55	3	21	7.46514	1.05512	1.05321	0.952381	0.904762		55	3	41	25.023	2.28914	2.28142	0.195122	0.195122		55	5	11	5.64793	0.830207	0.829277	1	1		55	5	21	17.0359	1.58767	1.58387	0.285714	0.142857		55	5	41	49.8824	3.43646	3.42072	0.341463	0.536585		55	7	11	8.7542	1.10993	1.10848	1	1		55	7	21	27.7546	2.16483	2.15898	0.285714	0.238095		55	7	41	101.256	4.17309	4.1495	0.560976	0.585366		55	9	11	14.2866	1.46576	1.46378	0.818182	0.636364		55	9	21	46.4186	2.63256	2.62478	0.47619	0.285714		55	9	41	163.623	5.14104	5.11116	0.585366	0.585366
56	10	11	17.9593	1.53775	1.53552	1	0.181818		56	10	21	59.1812	2.93191	2.92291	1	0.52381		56	10	41	207.971	5.67121	5.63664	1	0.878049		56	1	11	3.62347	0.277937	0.277971	0.636364	0.636364		56	1	21	4.43321	0.542001	0.542088	0.666667	0.666667		56	1	41	5.66022	1.08185	1.08196	0.731707	0.731707		56	3	11	6.91944	0.567472	0.567019	1	1		56	3	21	7.52657	1.07897	1.07707	0.952381	0.904762		56	3	41	25.5378	2.25319	2.24531	0.219512	0.243902		56	5	11	6.44014	0.850901	0.849966	1	1		56	5	21	17.3981	1.60163	1.59773	0.285714	0.238095		56	5	41	51.8829	3.44028	3.42417	0.365854	0.487805		56	7	11	8.93029	1.11478	1.11336	1	1		56	7	21	28.5226	2.19183	2.18598	0.285714	0.238095		56	7	41	102.764	4.21167	4.18801	0.585366	0.609756		56	9	11	15.0128	1.50649	1.50445	0.818182	0.636364		56	9	21	47.1349	2.67141	2.66354	0.571429	0.285714		56	9	41	166.817	5.20804	5.17763	0.585366	0.585366
57	10	11	18.4079	1.58477	1.58247	1	0.181818		57	10	21	60.5228	3.00492	2.99594	1	0.47619		57	10	41	213.674	5.78625	5.75105	1	0.878049		57	1	11	3.72067	0.287413	0.287448	0.636364	0.636364		57	1	21	4.6353	0.554315	0.554371	0.714286	0.714286		57	1	41	6.19534	1.10123	1.10133	0.731707	0.731707		57	3	11	6.93827	0.581489	0.581038	1	1		57	3	21	7.64916	1.1075	1.10561	0.952381	0.904762		57	3	41	26.4025	2.25823	2.25049	0.219512	0.268293		57	5	11	6.46008	0.864995	0.864037	1	1		57	5	21	17.7058	1.63603	1.63209	0.285714	0.285714		57	5	41	52.8565	3.59431	3.57826	0.365854	0.487805		57	7	11	9.0867	1.14026	1.13879	1	1		57	7	21	29.2302	2.25772	2.25162	0.285714	0.190476		57	7	41	107.87	4.27679	4.25288	0.658537	0.560976		57	9	11	15.3257	1.5355	1.53346	0.818182	0.636364		57	9	21	48.8323	2.72912	2.72123	0.52381	0.238095		57	9	41	170.028	5.35776	5.32636	0.585366	0.560976
58	10	11	18.8247	1.62139	1.61909	1	0.272727		58	10	21	62.4697	3.04025	3.03118	1	0.47619		58	10	41	218.608	5.8752	5.83945	1	0.926829		58	1	11	3.81756	0.289139	0.289176	0.636364	0.636364		58	1	21	4.65819	0.567095	0.567162	0.714286	0.714286		58	1	41	6.21657	1.12549	1.12562	0.707317	0.707317		58	3	11	7.30324	0.584716	0.584247	1	1		58	3	21	7.70798	1.10116	1.09921	0.952381	0.904762		58	3	41	26.6327	2.2175	2.20954	0.219512	0.292683		58	5	11	7.23231	0.854011	0.853038	1	1		58	5	21	17.8973	1.66424	1.66026	0.380952	0.238095		58	5	41	53.896	3.59793	3.58145	0.365854	0.487805		58	7	11	9.32373	1.16059	1.15908	1	1		58	7	21	30.0484	2.26427	2.25817	0.333333	0.285714		58	7	41	110.384	4.35032	4.32605	0.658537	0.560976		58	9	11	15.7872	1.50951	1.50747	0.818182	0.636364		58	9	21	49.5882	2.76573	2.75762	0.52381	0.238095		58	9	41	173.097	5.51366	5.48234	0.585366	0.560976
59	10	11	19.1903	1.63664	1.63436	1	0.272727		59	10	21	63.2861	3.12606	3.11695	1	0.52381		59	10	41	226.072	6.07587	6.03942	1	0.902439		59	1	11	3.91474	0.295904	0.295939	0.636364	0.636364		59	1	21	4.85987	0.567363	0.567494	0.666667	0.666667		59	1	41	6.72087	1.14672	1.14683	0.707317	0.707317		59	3	11	7.67338	0.595945	0.595481	1	1		59	3	21	7.82358	1.13545	1.1335	0.952381	0.904762		59	3	41	27.3605	2.2322	2.22425	0.268293	0.317073		59	5	11	8.0076	0.876096	0.875114	1	1		59	5	21	18.1129	1.68828	1.68428	0.333333	0.285714		59	5	41	61.1729	3.70839	3.69184	0.390244	0.487805		59	7	11	9.78246	1.19766	1.19615	1	1		59	7	21	31.7215	2.29522	2.28912	0.428571	0.238095		59	7	41	111.766	4.40883	4.38436	0.658537	0.560976		59	9	11	16.0897	1.58782	1.58573	0.818182	0.636364		59	9	21	50.6556	2.82629	2.81818	0.571429	0.238095		59	9	41	176.416	5.69076	5.65856	0.585366	0.536585
60	10	11	19.5361	1.64238	1.64005	1	0.272727		60	10	21	63.9573	3.15457	3.14534	1	0.52381		60	10	41	229.263	6.22784	6.19067	1	0.902439		60	1	11	4.01265	0.302588	0.302633	0.636364	0.636364		60	1	21	5.06286	0.574446	0.574512	0.666667	0.666667		60	1	41	7.21967	1.15165	1.1518	0.707317	0.707317		60	3	11	8.04498	0.600883	0.600418	1	1		60	3	21	7.9024	1.15962	1.15757	0.952381	0.904762		60	3	41	27.9304	2.21936	2.21135	0.243902	0.341463		60	5	11	8.03281	0.899025	0.898032	1	1		60	5	21	18.9766	1.70937	1.70528	0.380952	0.190476		60	5	41	61.67	3.69659	3.67974	0.390244	0.463415		60	7	11	9.90988	1.2037	1.20216	1	1		60	7	21	32.2932	2.34619	2.33998	0.428571	0.190476		60	7	41	113.027	4.45341	4.42858	0.634146	0.585366		60	9	11	16.4653	1.61221	1.61012	0.818182	0.636364		60	9	21	51.3865	2.85235	2.84409	0.571429	0.238095		60	9	41	181.623	5.70364	5.67126	0.585366	0.512195
61	10	11	19.9249	1.6843	1.68194	1	0.272727		61	10	21	66.2639	3.2137	3.20432	1	0.428571		61	10	41	232.208	6.23003	6.19273	1	0.878049		61	1	11	4.11046	0.312609	0.312646	0.636364	0.636364		61	1	21	5.26584	0.589036	0.589116	0.619048	0.619048		61	1	41	7.72445	1.18576	1.18586	0.707317	0.707317		61	3	11	8.41626	0.615853	0.615367	1	1		61	3	21	7.94179	1.17674	1.17476	0.952381	0.904762		61	3	41	28.264	2.26897	2.26069	0.268293	0.317073		61	5	11	8.80744	0.913763	0.912748	1	1		61	5	21	19.3058	1.74711	1.74293	0.380952	0.285714		61	5	41	64.2837	3.8426	3.82567	0.414634	0.512195		61	7	11	10.0306	1.22866	1.22715	1	1		61	7	21	32.7043	2.37869	2.37243	0.47619	0.142857		61	7	41	116.895	4.51866	4.49364	0.634146	0.609756		61	9	11	17.0333	1.65103	1.6489	0.818182	0.636364		61	9	21	51.9928	2.91484	2.90655	0.571429	0.238095		61	9	41	185.893	5.72351	5.6921	0.634146	0.560976
62	10	11	20.4512	1.70442	1.70205	1	0.272727		62	10	21	67.6796	3.2559	3.24627	1	0.428571		62	10	41	236.466	6.25997	6.22251	1	0.902439		62	1	11	4.20771	0.310599	0.31064	0.636364	0.636364		62	1	21	5.46791	0.600561	0.600642	0.714286	0.714286		62	1	41	8.22695	1.20021	1.20033	0.707317	0.707317		62	3	11	8.78711	0.621808	0.621309	1	1		62	3	21	7.95814	1.17426	1.17224	0.952381	0.904762		62	3	41	28.6448	2.30443	2.29615	0.268293	0.365854		62	5	11	8.93809	0.918274	0.91726	1	1		62	5	21	20.2361	1.78169	1.77757	0.333333	0.333333		62	5	41	66.7457	3.82572	3.80897	0.390244	0.512195		62	7	11	10.2724	1.24139	1.23979	1	1		62	7	21	33.5833	2.41506	2.40864	0.47619	0.0952381		62	7	41	118.285	4.56718	4.54191	0.634146	0.634146		62	9	11	17.764	1.66059	1.65844	0.909091	0.636364		62	9	21	54.003	2.95804	2.94918	0.571429	0.428571		62	9	41	188.03	5.62665	5.59331	0.609756	0.560976
63	10	11	21.368	1.73561	1.73319	1	0.272727		63	10	21	69.0797	3.30328	3.29368	1	0.47619		63	10	41	240.558	6.35656	6.31895	1	0.902439		63	1	11	4.305	0.315321	0.31536	0.636364	0.636364		63	1	21	5.66929	0.611758	0.611995	0.714286	0.714286		63	1	41	8.72869	1.20925	1.20947	0.707317	0.707317		63	3	11	9.19052	0.639726	0.639234	1	1		63	3	21	7.97901	1.1967	1.19466	0.952381	0.904762		63	3	41	29.2817	2.33911	2.33076	0.268293	0.390244		63	5	11	9.00442	0.940884	0.939851	1	1		63	5	21	20.621	1.8468	1.84257	0.333333	0.333333		63	5	41	68.2508	3.90513	3.88796	0.390244	0.439024		63	7	11	10.3482	1.25941	1.25782	1	1		63	7	21	37.6309	2.47813	2.47161	0.428571	0.142857		63	7	41	131.453	4.66268	4.63707	0.658537	0.609756		63	9	11	17.9334	1.67727	1.67508	0.909091	0.636364		63	9	21	55.6897	3.01121	3.00232	0.571429	0.428571		63	9	41	193.507	5.82922	5.79693	0.634146	0.609756
64	10	11	21.7182	1.75426	1.75181	1	0.272727		64	10	21	70.2891	3.35784	3.34811	1	0.47619		64	10	41	251.394	6.4226	6.38464	1	0.878049		64	1	11	4.4023	0.323527	0.323573	0.545455	0.545455		64	1	21	5.87159	0.616285	0.616349	0.714286	0.714286		64	1	41	8.78537	1.23275	1.23285	0.707317	0.707317		64	3	11	9.5814	0.64317	0.64268	1	1		64	3	21	7.99737	1.20808	1.20602	0.952381	0.904762		64	3	41	31.3629	2.36773	2.35933	0.268293	0.390244		64	5	11	9.09226	0.946827	0.945814	1	1		64	5	21	21.3992	1.85835	1.85405	0.333333	0.380952		64	5	41	72.97	4.01183	3.99438	0.390244	0.487805		64	7	11	10.6972	1.28106	1.27944	1	1		64	7	21	37.8871	2.52392	2.51739	0.47619	0.238095		64	7	41	134.941	4.82246	4.79635	0.707317	0.658537		64	9	11	18.2629	1.71561	1.71339	0.909091	0.636364		64	9	21	56.4859	3.06065	3.0519	0.52381	0.52381		64	9	41	196.618	5.80479	5.77095	0.634146	0.658537
65	10	11	22.1062	1.8221	1.81961	1	0.272727		65	10	21	73.4056	3.40807	3.39861	1	0.428571		65	10	41	253.427	6.58185	6.54457	1	0.878049		65	1	11	4.49972	0.326138	0.326175	0.454545	0.454545		65	1	21	6.07241	0.631751	0.631848	0.666667	0.666667		65	1	41	9.28511	1.25779	1.25792	0.707317	0.707317		65	3	11	9.59376	0.656367	0.655877	1	1		65	3	21	8.08878	1.22844	1.22637	0.952381	0.904762		65	3	41	31.9717	2.42172	2.41346	0.268293	0.365854		65	5	11	9.13307	0.962372	0.961308	1	1		65	5	21	21.7234	1.89972	1.89541	0.333333	0.333333		65	5	41	73.5815	3.82042	3.80294	0.390244	0.463415		65	7	11	11.0936	1.30062	1.29903	1	1		65	7	21	39.2835	2.55017	2.54345	0.428571	0.238095		65	7	41	136	4.92719	4.90109	0.731707	0.682927		65	9	11	18.7071	1.70181	1.69967	0.909091	0.636364		65	9	21	57.1762	3.20247	3.19377	0.52381	0.47619		65	9	41	199.985	5.97817	5.9444	0.634146	0.634146
66	10	11	22.3389	1.82413	1.82157	1	0.272727		66	10	21	73.9702	3.45701	3.44708	1	0.619048		66	10	41	256.602	6.63063	6.59109	1	0.878049		66	1	11	4.59664	0.330119	0.330166	0.454545	0.454545		66	1	21	6.27439	0.639034	0.639123	0.666667	0.666667		66	1	41	9.78178	1.26152	1.26166	0.682927	0.682927		66	3	11	9.9729	0.668868	0.668394	1	1		66	3	21	9.04794	1.24922	1.24708	0.952381	0.904762		66	3	41	32.2911	2.43784	2.42916	0.268293	0.341463		66	5	11	9.90529	0.976177	0.975117	1	1		66	5	21	22.0405	1.8998	1.8953	0.333333	0.47619		66	5	41	75.0493	3.80494	3.78731	0.414634	0.414634		66	7	11	11.215	1.31196	1.31027	1	1		66	7	21	40.6433	2.5719	2.56484	0.428571	0.238095		66	7	41	139.057	5.01632	4.99008	0.731707	0.682927		66	9	11	19.0866	1.74974	1.74752	0.909091	0.636364		66	9	21	57.9117	3.15055	3.14173	0.619048	0.47619		66	9	41	201.606	6.03622	6.00174	0.634146	0.682927
67	10	11	23.117	1.85662	1.85401	1	0.272727		67	10	21	78.1737	3.5546	3.54457	1	0.666667		67	10	41	260.037	6.78476	6.7449	1	0.878049		67	1	11	4.69387	0.337946	0.337994	0.454545	0.454545		67	1	21	6.47568	0.6528	0.652894	0.761905	0.761905		67	1	41	9.82826	1.29203	1.29224	0.707317	0.707317		67	3	11	9.99479	0.67092	0.670412	1	1		67	3	21	9.13098	1.28501	1.28282	0.952381	0.904762		67	3	41	33.2208	2.48205	2.47338	0.268293	0.390244		67	5	11	9.96411	0.997151	0.996075	1	1		67	5	21	22.4931	1.94889	1.94435	0.285714	0.428571		67	5	41	75.9221	3.88905	3.87099	0.439024	0.560976		67	7	11	11.3671	1.34246	1.34077	1	1		67	7	21	41.1586	2.62438	2.61761	0.47619	0.380952		67	7	41	140.816	5.27501	5.24815	0.780488	0.731707		67	9	11	19.3556	1.8053	1.803	0.909091	0.636364		67	9	21	60.156	3.19829	3.18934	0.619048	0.52381		67	9	41	207.045	6.13788	6.10338	0.634146	0.682927
68	10	11	23.7191	1.88034	1.87772	1	0.363636		68	10	21	80.1519	3.54819	3.53798	1	0.666667		68	10	41	265.976	6.87755	6.83718	1	0.902439		68	1	11	4.79132	0.337848	0.337904	0.454545	0.454545		68	1	21	6.67796	0.65361	0.653694	0.761905	0.761905		68	1	41	10.3247	1.30594	1.30611	0.707317	0.707317		68	3	11	10.0131	0.679185	0.678665	1	1		68	3	21	10.0877	1.28947	1.28731	0.952381	0.904762		68	3	41	33.6582	2.51287	2.50381	0.268293	0.439024		68	5	11	10.7338	1.0012	1.00012	1	1		68	5	21	22.8944	1.9465	1.94198	0.380952	0.47619		68	5	41	79.5208	3.96273	3.94464	0.487805	0.512195		68	7	11	11.6968	1.34898	1.34729	1	1		68	7	21	41.5811	2.63613	2.62928	0.428571	0.333333		68	7	41	142.86	5.17002	5.14214	0.756098	0.731707		68	9	11	19.8791	1.83257	1.83027	0.909091	0.636364		68	9	21	61.4098	3.28958	3.28052	0.666667	0.52381		68	9	41	213.25	6.16658	6.13198	0.634146	0.682927
