k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 
71	10	11	530.175	0.083735	0.081089	1	0.0909091		71	10	21	560.332	0.163154	0.152682	1	0.47619		71	10	41	597.785	0.34957	0.306804	1	0.926829		71	1	11	3317.92	0.014268	0.014339	0.909091	0.909091		71	1	21	1843.58	0.029351	0.029473	0.809524	0.809524		71	1	41	1283.3	0.059363	0.059611	0.658537	0.658537		71	3	11	1555.17	0.030113	0.029601	1	1		71	3	21	638.848	0.058787	0.056633	1	1		71	3	41	549.748	0.123126	0.11435	0.536585	0.439024		71	5	11	724.982	0.044877	0.043765	1	1		71	5	21	531.293	0.088657	0.084233	0.428571	0.380952		71	5	41	513.162	0.185551	0.167012	0.609756	0.731707		71	7	11	412.889	0.060833	0.059153	1	1		71	7	21	520.472	0.118892	0.111879	0.619048	0.571429		71	7	41	624.419	0.246642	0.219619	0.682927	0.682927		71	9	11	524.334	0.080803	0.078221	0.909091	0.454545		71	9	21	675.974	0.148946	0.139736	0.619048	0.428571		71	9	41	607.625	0.31289	0.276038	0.731707	0.634146
72	10	11	535.973	0.08364	0.080971	1	0.0909091		72	10	21	577.344	0.164873	0.154624	1	0.52381		72	10	41	613.408	0.353594	0.310951	1	0.878049		72	1	11	3380.43	0.014434	0.014506	0.909091	0.909091		72	1	21	1904.99	0.030081	0.030202	0.857143	0.857143		72	1	41	1285.25	0.059695	0.059961	0.658537	0.658537		72	3	11	1556.51	0.030472	0.029959	1	1		72	3	21	648.01	0.059506	0.057326	1	1		72	3	41	562.181	0.12472	0.115467	0.560976	0.487805		72	5	11	735.577	0.045567	0.044462	1	1		72	5	21	538.352	0.089901	0.085464	0.428571	0.380952		72	5	41	518.378	0.187171	0.169088	0.658537	0.731707		72	7	11	425.298	0.062588	0.060865	1	1		72	7	21	534.901	0.120787	0.11407	0.619048	0.571429		72	7	41	630.87	0.250983	0.22365	0.682927	0.634146		72	9	11	530.109	0.080111	0.077782	0.909091	0.454545		72	9	21	737.359	0.150168	0.141024	0.619048	0.47619		72	9	41	619.655	0.31638	0.278745	0.731707	0.658537
73	10	11	544.391	0.085086	0.082419	1	0.272727		73	10	21	632.933	0.16706	0.156683	1	0.571429		73	10	41	622.041	0.35804	0.314658	1	0.853659		73	1	11	3443.16	0.014655	0.014723	0.909091	0.909091		73	1	21	1966.4	0.029862	0.030003	0.857143	0.857143		73	1	41	1346.68	0.060567	0.060885	0.658537	0.658537		73	3	11	1617.98	0.03132	0.030789	1	1		73	3	21	709.383	0.060129	0.05795	1	1		73	3	41	580.989	0.125725	0.116615	0.585366	0.487805		73	5	11	796.952	0.046077	0.044946	1	1		73	5	21	545.667	0.090861	0.086235	0.47619	0.380952		73	5	41	535.849	0.189621	0.171445	0.634146	0.682927		73	7	11	427.371	0.063538	0.061792	1	1		73	7	21	542.132	0.122164	0.115179	0.666667	0.619048		73	7	41	645.427	0.253983	0.226512	0.707317	0.634146		73	9	11	541.977	0.085757	0.082871	0.909091	0.454545		73	9	21	744.023	0.152394	0.143166	0.619048	0.571429		73	9	41	629.55	0.321099	0.283144	0.731707	0.707317
74	10	11	551.221	0.086245	0.083624	1	0.181818		74	10	21	639.581	0.169606	0.159109	1	0.666667		74	10	41	635.946	0.361693	0.318671	1	0.926829		74	1	11	3504.92	0.014945	0.01501	0.909091	0.909091		74	1	21	2027.81	0.030252	0.030385	0.857143	0.857143		74	1	41	1408.12	0.061337	0.061628	0.658537	0.658537		74	3	11	1618.75	0.031161	0.030617	1	1		74	3	21	770.727	0.061227	0.058989	1	1		74	3	41	590.746	0.127811	0.118652	0.560976	0.536585		74	5	11	799.977	0.046761	0.045636	1	1		74	5	21	550.698	0.092385	0.087693	0.428571	0.380952		74	5	41	556.766	0.193322	0.17477	0.634146	0.731707		74	7	11	429.476	0.064199	0.062448	1	1		74	7	21	579.311	0.124909	0.117494	0.714286	0.619048		74	7	41	656.53	0.259116	0.23055	0.707317	0.658537		74	9	11	555.622	0.084948	0.082946	0.909091	0.454545		74	9	21	753.792	0.154368	0.144929	0.619048	0.619048		74	9	41	641.916	0.324333	0.286236	0.780488	0.731707
75	10	11	556.918	0.087648	0.084967	1	0.0909091		75	10	21	650.17	0.171766	0.161184	1	0.666667		75	10	41	645.094	0.371655	0.327223	1	0.95122		75	1	11	3566.19	0.015088	0.015161	1	1		75	1	21	2089.13	0.030598	0.030703	0.857143	0.857143		75	1	41	1469.54	0.062099	0.062346	0.658537	0.658537		75	3	11	1631.14	0.031644	0.031107	1	1		75	3	21	832.085	0.061733	0.059496	1	1		75	3	41	597.312	0.131573	0.121925	0.512195	0.487805		75	5	11	801.823	0.047378	0.046234	1	1		75	5	21	602.345	0.093432	0.088782	0.380952	0.285714		75	5	41	561.976	0.195833	0.177055	0.634146	0.707317		75	7	11	430.263	0.065341	0.063583	1	1		75	7	21	589.646	0.12582	0.118241	0.714286	0.666667		75	7	41	676.837	0.261422	0.232659	0.707317	0.658537		75	9	11	558.649	0.085017	0.082554	0.909091	0.454545		75	9	21	769.164	0.157459	0.147883	0.619048	0.714286		75	9	41	648.182	0.328185	0.289754	0.804878	0.731707
76	10	11	592.372	0.088396	0.085627	1	0.272727		76	10	21	657.062	0.174295	0.163409	1	0.714286		76	10	41	653.488	0.37004	0.326157	1	0.95122		76	1	11	3627.68	0.015228	0.015298	1	1		76	1	21	2150.57	0.031065	0.031213	0.904762	0.904762		76	1	41	1470.63	0.063177	0.06346	0.658537	0.658537		76	3	11	1692.65	0.03204	0.031518	1	1		76	3	21	893.441	0.062772	0.060491	1	1		76	3	41	605.607	0.133986	0.124269	0.512195	0.536585		76	5	11	863.206	0.048041	0.046896	1	1		76	5	21	608.642	0.094847	0.090201	0.380952	0.333333		76	5	41	576.567	0.197005	0.17814	0.682927	0.804878		76	7	11	430.322	0.065932	0.064122	1	1		76	7	21	594.25	0.126798	0.119675	0.666667	0.571429		76	7	41	681.411	0.264103	0.235676	0.731707	0.707317		76	9	11	583.285	0.083726	0.081243	0.909091	0.545455		76	9	21	776.596	0.159292	0.149666	0.619048	0.714286		76	9	41	673.822	0.334938	0.295847	0.804878	0.731707
77	10	11	603.038	0.089191	0.086486	1	0.272727		77	10	21	674.066	0.176322	0.165428	1	0.809524		77	10	41	696.328	0.373756	0.329235	1	0.95122		77	1	11	3688.86	0.015423	0.015495	0.909091	0.909091		77	1	21	2212.02	0.03155	0.031688	0.904762	0.904762		77	1	41	1532.03	0.064329	0.064541	0.658537	0.658537		77	3	11	1754.11	0.032574	0.032025	1	1		77	3	21	894.485	0.063676	0.061386	1	1		77	3	41	654.031	0.136602	0.126494	0.512195	0.609756		77	5	11	866.205	0.048704	0.047555	1	1		77	5	21	611.315	0.096289	0.091514	0.428571	0.47619		77	5	41	584.497	0.20021	0.181249	0.707317	0.804878		77	7	11	430.739	0.066084	0.064317	1	1		77	7	21	606.93	0.128259	0.121088	0.714286	0.809524		77	7	41	697.528	0.267857	0.239073	0.756098	0.731707		77	9	11	588.034	0.089914	0.087126	0.909091	0.454545		77	9	21	790.945	0.160363	0.15072	0.666667	0.761905		77	9	41	684.52	0.335596	0.296786	0.829268	0.756098
78	10	11	607.762	0.091032	0.088297	1	0.272727		78	10	21	686.284	0.178504	0.167575	1	0.857143		78	10	41	706.934	0.379106	0.333917	1	0.95122		78	1	11	3749.84	0.015622	0.015694	0.909091	0.909091		78	1	21	2273.46	0.031932	0.03203	0.809524	0.809524		78	1	41	1593.42	0.064564	0.064881	0.658537	0.658537		78	3	11	1756.59	0.032802	0.032238	1	1		78	3	21	895.835	0.064531	0.062223	1	1		78	3	41	673.994	0.134928	0.125282	0.585366	0.658537		78	5	11	867.766	0.049166	0.048012	1	1		78	5	21	626.74	0.098122	0.093264	0.47619	0.47619		78	5	41	601.482	0.202476	0.183228	0.780488	0.731707		78	7	11	492.428	0.067264	0.065341	1	1		78	7	21	647.816	0.130077	0.122715	0.809524	0.809524		78	7	41	708.735	0.270541	0.241446	0.731707	0.707317		78	9	11	597.767	0.088553	0.085943	0.909091	0.545455		78	9	21	809.72	0.163378	0.153576	0.714286	0.761905		78	9	41	696.745	0.340554	0.301131	0.829268	0.780488
79	10	11	619.459	0.092062	0.089271	1	0.272727		79	10	21	691.131	0.180952	0.169857	1	0.809524		79	10	41	718.846	0.384521	0.338922	1	0.95122		79	1	11	3810.82	0.01584	0.015913	0.909091	0.909091		79	1	21	2334.91	0.032314	0.03243	0.809524	0.809524		79	1	41	1593.62	0.065872	0.066048	0.682927	0.682927		79	3	11	1818.07	0.033215	0.032669	1	1		79	3	21	899.685	0.065279	0.062965	1	1		79	3	41	682.084	0.136321	0.126683	0.731707	0.658537		79	5	11	929.165	0.049702	0.048492	1	1		79	5	21	636.168	0.09851	0.093606	0.571429	0.571429		79	5	41	627.173	0.205187	0.185783	0.756098	0.731707		79	7	11	495.145	0.068128	0.066229	1	1		79	7	21	655.228	0.131882	0.124433	0.809524	0.714286		79	7	41	729.188	0.274308	0.244842	0.731707	0.731707		79	9	11	603.391	0.090229	0.087337	0.909091	0.545455		79	9	21	815.262	0.164633	0.154836	0.714286	0.761905		79	9	41	713.835	0.345728	0.305983	0.829268	0.804878
80	10	11	625.353	0.093234	0.090415	1	0.272727		80	10	21	752.539	0.183598	0.172384	1	0.809524		80	10	41	730.99	0.388017	0.342141	1	0.95122		80	1	11	3871.84	0.016005	0.016079	0.909091	0.909091		80	1	21	2396.36	0.032611	0.032745	0.809524	0.809524		80	1	41	1593.67	0.066353	0.066591	0.658537	0.658537		80	3	11	1879.54	0.03371	0.033147	1	1		80	3	21	907.262	0.065979	0.063613	1	1		80	3	41	687.382	0.136694	0.126961	0.682927	0.707317		80	5	11	990.542	0.050674	0.049461	1	1		80	5	21	647.108	0.099753	0.094662	0.571429	0.571429		80	5	41	646.879	0.208413	0.188755	0.756098	0.707317		80	7	11	497.018	0.068732	0.066904	1	1		80	7	21	666.237	0.133404	0.12587	0.857143	0.809524		80	7	41	747.44	0.27811	0.248376	0.756098	0.780488		80	9	11	611.111	0.090713	0.088052	0.909091	0.545455		80	9	21	827.213	0.167058	0.157155	0.761905	0.714286		80	9	41	723.65	0.349005	0.308704	0.853659	0.756098
81	10	11	635.386	0.094231	0.091336	1	0.363636		81	10	21	763.477	0.18558	0.174223	1	0.857143		81	10	41	742.9	0.392391	0.346238	1	0.97561		81	1	11	3933	0.016257	0.01634	0.909091	0.909091		81	1	21	2457.84	0.033176	0.033297	0.857143	0.857143		81	1	41	1655.07	0.06689	0.067134	0.682927	0.682927		81	3	11	1890.06	0.034103	0.033538	1	1		81	3	21	909.4	0.067088	0.064622	1	0.952381		81	3	41	693.876	0.140986	0.130954	0.707317	0.731707		81	5	11	1014.88	0.051305	0.050093	1	1		81	5	21	652.089	0.101804	0.096629	0.571429	0.571429		81	5	41	666.322	0.21064	0.190878	0.780488	0.707317		81	7	11	498.249	0.070779	0.068876	1	1		81	7	21	672.661	0.135462	0.127717	0.809524	0.761905		81	7	41	754.456	0.280658	0.250675	0.780488	0.780488		81	9	11	621.244	0.093128	0.090299	0.909091	0.545455		81	9	21	837.01	0.168415	0.158394	0.714286	0.809524		81	9	41	729.134	0.35484	0.313991	0.853659	0.804878
82	10	11	640.232	0.094897	0.091996	1	0.454545		82	10	21	771.771	0.187329	0.17608	1	0.857143		82	10	41	749.253	0.396053	0.349398	1	0.97561		82	1	11	3994.38	0.016419	0.016476	1	1		82	1	21	2519.29	0.033466	0.033603	0.857143	0.857143		82	1	41	1655.36	0.06802	0.068375	0.682927	0.682927		82	3	11	1951.52	0.034467	0.033885	1	1		82	3	21	970.745	0.067812	0.065411	1	0.952381		82	3	41	702.341	0.143918	0.133645	0.731707	0.780488		82	5	11	1076.27	0.051778	0.050549	1	1		82	5	21	661.445	0.102353	0.0973	0.619048	0.571429		82	5	41	671.895	0.213199	0.192637	0.804878	0.731707		82	7	11	499.498	0.071214	0.069265	1	1		82	7	21	691.967	0.140798	0.132993	0.809524	0.761905		82	7	41	787.409	0.285569	0.255171	0.780488	0.756098		82	9	11	626.133	0.096979	0.094146	0.909091	0.545455		82	9	21	854.324	0.170803	0.160672	0.714286	0.809524		82	9	41	741.91	0.357777	0.316824	0.853659	0.853659
83	10	11	644.566	0.09581	0.092965	1	0.363636		83	10	21	785.808	0.189763	0.178356	1	0.857143		83	10	41	769.649	0.401103	0.354351	1	0.97561		83	1	11	4056.51	0.016598	0.016677	1	1		83	1	21	2580.73	0.033978	0.034146	0.857143	0.857143		83	1	41	1656.85	0.068637	0.068911	0.682927	0.682927		83	3	11	1957.68	0.034815	0.034247	1	1		83	3	21	1008.16	0.068526	0.066064	1	0.952381		83	3	41	711.937	0.144815	0.134594	0.707317	0.780488		83	5	11	1081.29	0.052507	0.051255	1	1		83	5	21	669.773	0.103546	0.098523	0.571429	0.619048		83	5	41	683.51	0.215834	0.19509	0.804878	0.756098		83	7	11	500.489	0.072581	0.070657	1	1		83	7	21	713.693	0.13835	0.130577	0.857143	0.761905		83	7	41	798.868	0.291444	0.260701	0.829268	0.756098		83	9	11	630.678	0.097452	0.094782	0.909091	0.545455		83	9	21	864.413	0.173229	0.163069	0.714286	0.714286		83	9	41	760.579	0.362937	0.321526	0.853659	0.878049
84	10	11	664.693	0.097941	0.095034	1	0.545455		84	10	21	794.808	0.192384	0.180919	1	0.857143		84	10	41	781.394	0.405974	0.358458	1	0.95122		84	1	11	4117.81	0.017249	0.017332	1	1		84	1	21	2642.19	0.034339	0.034501	0.857143	0.857143		84	1	41	1718.24	0.069688	0.07001	0.682927	0.682927		84	3	11	2019.17	0.035538	0.034951	1	1		84	3	21	1009.8	0.06919	0.066719	1	1		84	3	41	718.768	0.146555	0.136446	0.780488	0.804878		84	5	11	1142.68	0.052886	0.051679	1	1		84	5	21	675.198	0.104896	0.099687	0.666667	0.619048		84	5	41	691.204	0.218611	0.197789	0.804878	0.756098		84	7	11	500.806	0.072768	0.070844	1	1		84	7	21	724.022	0.139985	0.13222	0.857143	0.714286		84	7	41	852.581	0.292239	0.261331	0.829268	0.804878		84	9	11	637.087	0.095499	0.092813	0.909091	0.545455		84	9	21	871.5	0.175311	0.164726	0.714286	0.809524		84	9	41	769.444	0.366809	0.32529	0.853659	0.878049
85	10	11	672.842	0.099857	0.096912	1	0.545455		85	10	21	801.623	0.194577	0.18287	1	0.857143		85	10	41	797.12	0.410913	0.362881	1	0.97561		85	1	11	4178.76	0.017031	0.017106	1	1		85	1	21	2703.65	0.034485	0.034644	0.857143	0.857143		85	1	41	1718.93	0.070321	0.070647	0.682927	0.682927		85	3	11	2080.62	0.035756	0.03522	1	1		85	3	21	1071.18	0.07035	0.067846	1	1		85	3	41	730.498	0.146258	0.13591	0.829268	0.756098		85	5	11	1151.58	0.053501	0.052267	1	1		85	5	21	680.109	0.106503	0.101163	0.714286	0.571429		85	5	41	728.319	0.221129	0.200094	0.804878	0.756098		85	7	11	562.307	0.074286	0.072312	1	1		85	7	21	729.153	0.141836	0.133949	0.857143	0.857143		85	7	41	865.116	0.295216	0.264223	0.804878	0.829268		85	9	11	642.883	0.096425	0.093426	0.909091	0.727273		85	9	21	932.951	0.177556	0.166916	0.714286	0.809524		85	9	41	785.922	0.370924	0.328808	0.853659	0.853659
86	10	11	678.525	0.102346	0.099281	1	0.636364		86	10	21	845.401	0.19695	0.185046	1	0.904762		86	10	41	809.54	0.41503	0.366575	1	0.926829		86	1	11	4239.02	0.017184	0.017258	1	1		86	1	21	2765.09	0.035089	0.035256	0.857143	0.857143		86	1	41	1723.89	0.071116	0.071505	0.682927	0.682927		86	3	11	2142.06	0.036283	0.035678	1	1		86	3	21	1132.54	0.071007	0.068534	1	1		86	3	41	735.353	0.147766	0.137307	0.853659	0.804878		86	5	11	1212.98	0.054106	0.052861	1	1		86	5	21	691.462	0.107061	0.101807	0.666667	0.619048		86	5	41	755.127	0.223148	0.202246	0.804878	0.804878		86	7	11	623.633	0.074256	0.072217	1	1		86	7	21	751.092	0.143246	0.135254	0.857143	0.809524		86	7	41	876.713	0.30059	0.268886	0.829268	0.853659		86	9	11	649.527	0.099719	0.096635	0.909091	0.636364		86	9	21	949.585	0.179703	0.168922	0.714286	0.809524		86	9	41	800.354	0.374996	0.33259	0.829268	0.853659
87	10	11	684.924	0.100646	0.097616	1	0.727273		87	10	21	857.275	0.199213	0.187115	1	0.952381		87	10	41	818.275	0.420431	0.371672	1	0.926829		87	1	11	4300.22	0.01745	0.017527	0.909091	0.909091		87	1	21	2826.53	0.035505	0.035644	0.857143	0.857143		87	1	41	1785.29	0.071866	0.072248	0.682927	0.682927		87	3	11	2203.56	0.036602	0.035971	1	1		87	3	21	1193.92	0.071646	0.069106	1	1		87	3	41	744.157	0.148585	0.138152	0.829268	0.804878		87	5	11	1214.12	0.054908	0.053665	1	1		87	5	21	698.559	0.109023	0.103659	0.714286	0.714286		87	5	41	760.785	0.22556	0.204594	0.804878	0.829268		87	7	11	633.357	0.07514	0.073048	1	1		87	7	21	759.397	0.145248	0.137075	0.904762	0.809524		87	7	41	890.665	0.302445	0.270692	0.804878	0.878049		87	9	11	653.023	0.09696	0.094233	0.909091	0.636364		87	9	21	958.706	0.181578	0.170663	0.714286	0.857143		87	9	41	823.319	0.378856	0.336257	0.829268	0.853659
88	10	11	703.896	0.101913	0.098816	1	0.727273		88	10	21	870.175	0.201253	0.18908	1	0.904762		88	10	41	833.531	0.425371	0.376327	1	0.926829		88	1	11	4361.03	0.017603	0.017679	0.909091	0.909091		88	1	21	2887.95	0.035804	0.036027	0.857143	0.857143		88	1	41	1846.64	0.072881	0.073176	0.682927	0.682927		88	3	11	2265.01	0.036949	0.036355	1	1		88	3	21	1195.64	0.072775	0.070167	1	1		88	3	41	756.361	0.153844	0.142924	0.829268	0.804878		88	5	11	1275.54	0.057124	0.055868	1	1		88	5	21	702.256	0.110149	0.104843	0.714286	0.666667		88	5	41	766.191	0.22728	0.206199	0.829268	0.829268		88	7	11	694.872	0.076272	0.074227	1	1		88	7	21	766.193	0.146396	0.138306	0.904762	0.904762		88	7	41	910.555	0.306896	0.275041	0.829268	0.878049		88	9	11	656.847	0.101089	0.098221	0.909091	0.727273		88	9	21	980.159	0.183618	0.172659	0.809524	0.904762		88	9	41	846.658	0.382712	0.339819	0.829268	0.853659
89	10	11	716.372	0.102861	0.099803	1	0.545455		89	10	21	909.983	0.203519	0.191244	1	0.952381		89	10	41	868.22	0.429991	0.380491	1	0.95122		89	1	11	4421.43	0.017825	0.017906	0.909091	0.909091		89	1	21	2949.38	0.03633	0.036501	0.857143	0.857143		89	1	41	1849.24	0.073776	0.0741	0.682927	0.682927		89	3	11	2326.48	0.037587	0.036981	1	1		89	3	21	1203.65	0.073708	0.071088	1	0.952381		89	3	41	775.288	0.155126	0.144244	0.853659	0.804878		89	5	11	1336.94	0.056254	0.054918	1	1		89	5	21	713.071	0.110523	0.10515	0.714286	0.666667		89	5	41	774.475	0.229356	0.208044	0.829268	0.829268		89	7	11	699.036	0.076099	0.074026	1	1		89	7	21	808.382	0.147651	0.139422	0.904762	0.952381		89	7	41	920.149	0.30953	0.277212	0.829268	0.853659		89	9	11	665.829	0.102536	0.099247	0.909091	0.727273		89	9	21	985.321	0.185574	0.174582	0.809524	0.904762		89	9	41	857.161	0.387603	0.344347	0.829268	0.756098
90	10	11	730.936	0.104481	0.101324	1	0.636364		90	10	21	917.76	0.206112	0.193578	1	0.952381		90	10	41	888.076	0.43341	0.384017	1	0.926829		90	1	11	4481.19	0.017979	0.018058	0.909091	0.909091		90	1	21	3010.81	0.036723	0.036887	0.904762	0.904762		90	1	41	1850.6	0.074591	0.074924	0.682927	0.682927		90	3	11	2387.93	0.037928	0.037296	1	1		90	3	21	1265.02	0.074098	0.071517	1	0.952381		90	3	41	782.569	0.155418	0.143918	0.853659	0.804878		90	5	11	1398.34	0.057145	0.055843	1	1		90	5	21	728.277	0.111963	0.106334	0.761905	0.714286		90	5	41	808.48	0.233522	0.211399	0.878049	0.878049		90	7	11	760.52	0.076959	0.074935	1	1		90	7	21	816.542	0.150009	0.141705	0.904762	0.952381		90	7	41	931.628	0.312795	0.279892	0.829268	0.829268		90	9	11	671.131	0.10032	0.097547	0.909091	0.727273		90	9	21	991.315	0.187812	0.176616	0.809524	0.904762		90	9	41	885.113	0.391816	0.348119	0.853659	0.804878
91	10	11	733.656	0.1051	0.10194	1	0.636364		91	10	21	926.29	0.208191	0.19567	1	1		91	10	41	899.395	0.439124	0.3893	1	0.97561		91	1	11	4540.68	0.018162	0.018244	0.909091	0.909091		91	1	21	3072.23	0.037118	0.037214	0.904762	0.904762		91	1	41	1911.95	0.075278	0.075607	0.682927	0.682927		91	3	11	2449.41	0.038431	0.037778	1	1		91	3	21	1267.89	0.075157	0.072556	1	0.952381		91	3	41	788.331	0.158122	0.146526	0.853659	0.804878		91	5	11	1403.33	0.058186	0.056807	1	1		91	5	21	739.37	0.113953	0.108306	0.714286	0.761905		91	5	41	827.232	0.235985	0.213775	0.853659	0.853659		91	7	11	822.396	0.078267	0.076186	1	1		91	7	21	824.917	0.151932	0.143472	0.952381	0.952381		91	7	41	949.07	0.318326	0.285166	0.853659	0.853659		91	9	11	673.506	0.104247	0.101069	0.909091	0.727273		91	9	21	1003.98	0.190198	0.179014	0.857143	0.904762		91	9	41	900.066	0.396924	0.352597	0.853659	0.804878
92	10	11	743.197	0.106341	0.103206	1	0.727273		92	10	21	941.406	0.210937	0.198188	1	1		92	10	41	919.181	0.442345	0.392112	1	0.95122		92	1	11	4600.23	0.01843	0.018512	0.909091	0.909091		92	1	21	3133.68	0.037471	0.037577	0.904762	0.904762		92	1	41	1973.3	0.076627	0.077003	0.682927	0.682927		92	3	11	2473.24	0.038709	0.038077	1	1		92	3	21	1329.24	0.075786	0.073133	1	0.952381		92	3	41	793.833	0.159607	0.14836	0.804878	0.780488		92	5	11	1464.7	0.058091	0.056731	1	1		92	5	21	743.579	0.11454	0.108945	0.809524	0.761905		92	5	41	860.205	0.237607	0.215709	0.853659	0.853659		92	7	11	832.114	0.078763	0.076661	1	1		92	7	21	831.089	0.153695	0.145153	0.952381	0.952381		92	7	41	957.642	0.320721	0.287618	0.853659	0.878049		92	9	11	677.213	0.10663	0.103726	0.909091	0.818182		92	9	21	1020.94	0.191517	0.180209	0.857143	0.904762		92	9	41	908.053	0.403313	0.358413	0.853659	0.804878
93	10	11	750.191	0.107681	0.10451	1	0.818182		93	10	21	1002.83	0.212642	0.199957	1	1		93	10	41	936.384	0.447311	0.3965	1	0.97561		93	1	11	4659.5	0.018599	0.018683	0.909091	0.909091		93	1	21	3195.13	0.037999	0.038167	0.904762	0.904762		93	1	41	1976.75	0.077262	0.07747	0.682927	0.682927		93	3	11	2534.73	0.039291	0.038648	1	1		93	3	21	1390.6	0.077012	0.074335	1	0.952381		93	3	41	806.1	0.160791	0.149524	0.829268	0.804878		93	5	11	1469.3	0.059786	0.058432	1	1		93	5	21	748.492	0.11603	0.110496	0.809524	0.714286		93	5	41	868.377	0.240627	0.218459	0.878049	0.902439		93	7	11	839.808	0.080041	0.077893	1	1		93	7	21	836.499	0.155615	0.147155	1	0.904762		93	7	41	966.943	0.327661	0.293789	0.853659	0.829268		93	9	11	684.686	0.104413	0.101332	0.909091	0.818182		93	9	21	1037.13	0.193525	0.18204	0.857143	0.952381		93	9	41	925.902	0.404555	0.359688	0.853659	0.804878
94	10	11	752.525	0.109045	0.105861	1	0.727273		94	10	21	1008.68	0.21512	0.202097	1	1		94	10	41	949.87	0.45308	0.401878	1	0.926829		94	1	11	4719.56	0.018777	0.018856	0.909091	0.909091		94	1	21	3256.56	0.038215	0.03842	0.904762	0.904762		94	1	41	2038.18	0.077848	0.078172	0.682927	0.682927		94	3	11	2596.25	0.039965	0.039331	1	1		94	3	21	1452.05	0.077593	0.074835	1	0.952381		94	3	41	813.793	0.160854	0.149799	0.829268	0.780488		94	5	11	1530.68	0.059409	0.058054	1	1		94	5	21	765.285	0.117343	0.111471	0.857143	0.761905		94	5	41	929.894	0.243605	0.221229	0.878049	0.902439		94	7	11	842.828	0.081452	0.079295	1	1		94	7	21	848.063	0.156878	0.148293	1	0.952381		94	7	41	978.254	0.328166	0.294172	0.878049	0.829268		94	9	11	686.923	0.102185	0.099385	0.909091	0.818182		94	9	21	1042.47	0.196025	0.184543	0.857143	1		94	9	41	938.209	0.40864	0.363441	0.853659	0.853659
95	10	11	760.042	0.109907	0.106697	1	1		95	10	21	1014.97	0.217659	0.204556	1	1		95	10	41	958.678	0.459736	0.407683	1	0.926829		95	1	11	4780.66	0.018943	0.01903	0.909091	0.909091		95	1	21	3318.01	0.038841	0.038999	0.904762	0.904762		95	1	41	2099.59	0.078775	0.079069	0.682927	0.682927		95	3	11	2657.71	0.040026	0.039366	1	1		95	3	21	1456.42	0.078387	0.075622	1	0.952381		95	3	41	833.471	0.167183	0.155734	0.853659	0.804878		95	5	11	1550.64	0.060701	0.059295	1	1		95	5	21	769.418	0.118285	0.112402	0.857143	0.809524		95	5	41	942.829	0.245802	0.223216	0.902439	0.95122		95	7	11	904.784	0.082787	0.080674	1	1		95	7	21	861.379	0.158362	0.149748	1	0.952381		95	7	41	991.039	0.335503	0.300875	0.878049	0.780488		95	9	11	689.915	0.109165	0.105901	0.909091	0.818182		95	9	21	1079.82	0.197958	0.186361	0.904762	1		95	9	41	956.932	0.413717	0.368256	0.902439	0.878049
